0,1,2,3,4,5,6,7
0.25276724,1.1203492,-0.061932236,1.1562269,-0.7675811,0.9853369,0.103187256,0.36989278
1.0360942,0.7419592,0.027946308,1.1521796,-0.7585812,0.9852964,0.104087256,0.36989236
-0.27706894,-0.72775084,0.2996832,1.0885541,-0.73058957,0.98465246,0.10688724,0.36988592
-0.67304754,0.49832684,0.426245,1.0289713,-0.7166032,0.9840367,0.10828723,0.36987978
-0.018993199,-0.8420157,0.7629535,0.72152644,-0.67073315,0.98063606,0.1128871,0.36984575
-0.62268496,0.60365397,0.85083175,0.5647143,-0.6528344,0.9787317,0.114687,0.36982667
0.99314296,0.7925426,0.9115523,0.38497975,-0.63398176,0.9763723,0.11658686,0.369803
0.3605205,-0.8738284,0.9380095,0.16702291,-0.6122131,0.9731936,0.118786626,0.36977112
0.3605205,-0.8738284,0.9380095,0.16702291,-0.6122131,0.9731936,0.118786626,0.36977112
-0.21965542,-0.7610229,0.93685746,0.10704291,-0.6062888,0.97224355,0.11938655,0.3697616
-0.73989224,0.24129243,0.923787,-0.012170598,-0.5944578,0.9702371,0.12058638,0.36974138
-0.5603901,0.7023932,0.9141387,-0.061225533,-0.5895355,0.96935916,0.1210863,0.36973256
-0.5603901,0.7023932,0.9141387,-0.061225533,-0.5895355,0.96935916,0.1210863,0.36973256
0.9347311,0.85173506,0.86327934,-0.22322492,-0.5728336,0.96619034,0.122786,0.36970073
1.2018919,0.43524975,0.84315836,-0.26899195,-0.5679318,0.9652043,0.123285905,0.36969078
1.2018919,0.43524975,0.84315836,-0.26899195,-0.5679318,0.9652043,0.123285905,0.36969078
0.34379002,-0.8754996,0.7524086,-0.42416006,-0.5503275,0.96145207,0.1250855,0.369653
-0.41614285,0.8636926,0.58350277,-0.60758835,-0.525995,0.9557163,0.12758483,0.3695951
-0.73671997,-0.024271302,0.10881956,-0.8290872,-0.4749282,0.9415556,0.1328829,0.36945176
-0.73671997,-0.024271302,0.10881956,-0.8290872,-0.4749282,0.9415556,0.1328829,0.36945176
-0.7457278,0.17519109,0.08908047,-0.83230495,-0.47301638,0.94096845,0.1330828,0.3694458
0.5330361,1.0802708,-0.09033584,-0.84336966,-0.45586365,0.93551177,0.13488194,0.36939037
1.2463584,0.007315688,-0.22954462,-0.8296261,-0.44259223,0.9310547,0.1362812,0.369345
0.86392117,-0.67116255,-0.30779284,-0.81307834,-0.43503693,0.9284246,0.13708076,0.36931825
0.86392117,-0.67116255,-0.30779284,-0.81307834,-0.43503693,0.9284246,0.13708076,0.36931825
0.50745034,-0.84667534,-0.3463578,-0.8024713,-0.43126726,0.9270869,0.13748053,0.3693046
