0,1,2,3,4,5,6,7
-0.0039297882,0.9907896,-0.06091351,1.0426316,-0.27314588,0.5710058,-0.05981319,0.039282203
0.77939713,0.6123996,0.028965034,1.0385844,-0.264146,0.5709653,-0.05891319,0.039281785
-0.533766,-0.8573105,0.30070195,0.97495896,-0.23615432,0.5703213,-0.0561132,0.03927535
-0.92974454,0.36876726,0.42726374,0.9153761,-0.222168,0.5697056,-0.054713212,0.03926921
-0.27569023,-0.9715753,0.7639722,0.6079312,-0.17629793,0.5663049,-0.050113343,0.039235175
-0.879382,0.4740944,0.85185045,0.45111912,-0.1583992,0.56440055,-0.048313443,0.0392161
0.7364459,0.66298294,0.912571,0.27138454,-0.13954654,0.56204116,-0.046413593,0.039192438
0.10382348,-1.003388,0.9390282,0.0534277,-0.117777854,0.55886245,-0.044213824,0.03916055
0.10382348,-1.003388,0.9390282,0.0534277,-0.117777854,0.55886245,-0.044213824,0.03916055
-0.47635245,-0.89058256,0.9378762,-0.0065523013,-0.11185354,0.55791247,-0.043613896,0.039151013
-0.99658924,0.11173284,0.9248057,-0.12576582,-0.10002257,0.55590594,-0.04241407,0.039130807
-0.8170872,0.57283354,0.91515744,-0.17482075,-0.095100254,0.5550281,-0.041914146,0.039121985
-0.8170872,0.57283354,0.91515744,-0.17482075,-0.095100254,0.5550281,-0.041914146,0.039121985
0.6780341,0.7221754,0.86429805,-0.33682013,-0.07839839,0.55185926,-0.040214445,0.039090157
0.9451949,0.30569017,0.84417707,-0.38258716,-0.07349658,0.55087316,-0.039714545,0.039080203
0.9451949,0.30569017,0.84417707,-0.38258716,-0.07349658,0.55087316,-0.039714545,0.039080203
0.08709301,-1.0050592,0.7534274,-0.5377553,-0.055892274,0.5471209,-0.03791494,0.039042413
-0.6728399,0.73413295,0.5845215,-0.7211836,-0.03155981,0.5413852,-0.035415612,0.038984537
-0.99341697,-0.15383089,0.109838285,-0.94268245,0.01950702,0.52722454,-0.030117556,0.038841188
-0.99341697,-0.15383089,0.109838285,-0.94268245,0.01950702,0.52722454,-0.030117556,0.038841188
-1.0024248,0.0456315,0.09009919,-0.9459002,0.02141884,0.5266373,-0.029917646,0.038835227
0.2763391,0.95071113,-0.08931711,-0.9569649,0.038571566,0.5211806,-0.028118499,0.038779795
0.9896614,-0.1222439,-0.2285259,-0.94322133,0.051842988,0.51672363,-0.026719235,0.038734436
0.60722417,-0.8007222,-0.3067741,-0.9266736,0.059398293,0.5140935,-0.025919683,0.038707674
0.60722417,-0.8007222,-0.3067741,-0.9266736,0.059398293,0.5140935,-0.025919683,0.038707674
0.25075328,-0.976235,-0.34533906,-0.9160665,0.06316796,0.51275575,-0.025519915,0.038694024
0.09678655,0.9857048,-0.65683067,-0.7604143,0.09591651,0.50041044,-0.022022191,0.03856784
0.99362767,0.060640093,-0.76305985,-0.6694011,0.10889161,0.49515262,-0.02062323,0.03851396
0.96971565,-0.23727731,-0.78410167,-0.64801943,0.11166233,0.49400237,-0.020323459,0.038502157
0.96971565,-0.23727731,-0.78410167,-0.64801943,0.11166233,0.49400237,-0.020323459,0.038502157
0.90499735,-0.42616534,-0.7977691,-0.63341856,0.11350754,0.4932309,-0.020123616,0.03849429
-0.7088399,0.7000863,-0.98491174,-0.3397651,0.14554203,0.47913596,-0.016626626,0.03834921
-0.17913032,-0.9937432,-1.0607585,0.060241774,0.18241304,0.4612114,-0.012530826,0.03816378
0.9867987,0.1266462,-0.958024,0.4844379,0.22112858,0.4403117,-0.00813622,0.037946045
-0.56271887,-0.8385202,-0.83367795,0.6773246,0.24099013,0.42871448,-0.00583943,0.03782457
-0.56271887,-0.8385202,-0.83367795,0.6773246,0.24099013,0.42871448,-0.00583943,0.03782457
-0.56271887,-0.8385202,-0.83367795,0.6773246,0.24099013,0.42871448,-0.00583943,0.03782457
-0.56271887,-0.8385202,-0.83367795,0.6773246,0.24099013,0.42871448,-0.00583943,0.03782457
-0.052578345,0.98960555,-0.652629,0.8487785,0.26226994,0.41559443,-0.0033432469,0.037686527
0.6023173,0.786066,-0.5947955,0.8881906,0.2681689,0.4118258,-0.0026443787,0.03764671
0.6328082,-0.78029066,-0.43479007,0.9701101,0.28321514,0.4019465,-0.00084741414,0.037542224
0.6328082,-0.78029066,-0.43479007,0.9701101,0.28321514,0.4019465,-0.00084741414,0.037542224
-0.21213648,-0.98729527,-0.34991634,0.9999599,0.29067102,0.39690563,5.09955e-05,0.03748876
-0.8995123,-0.45410582,-0.26270372,1.0220604,0.29808113,0.39179793,0.0009493567,0.03743446
-0.8995123,-0.45410582,-0.26270372,1.0220604,0.29808113,0.39179793,0.0009493567,0.03743446
-0.8995123,-0.45410582,-0.26270372,1.0220604,0.29808113,0.39179793,0.0009493567,0.03743446
-0.94703686,0.32327884,-0.18378766,1.035054,0.30462912,0.38720188,0.0017478578,0.037385523
-0.6721803,0.73472595,-0.13403347,1.0399548,0.30870286,0.38430282,0.0022469014,0.03735459
-0.6721803,0.73472595,-0.13403347,1.0399548,0.30870286,0.38430282,0.0022469014,0.03735459
-0.5110618,0.852658,-0.11407372,1.0412177,0.31032827,0.3831375,0.0024465173,0.03734219
0.8749192,-0.4863105,0.14443025,1.0213215,0.33124414,0.3676944,0.0050412603,0.037176907
0.26612386,-0.9720557,0.22198468,1.0017816,0.33759823,0.3628339,0.0058395453,0.037124753
-0.030480944,-1.0088578,0.2506278,0.99286425,0.33997098,0.360998,0.006138902,0.037104964
-0.018969126,0.9906765,0.5256543,0.85253173,0.36416224,0.34161493,0.009231832,0.036895752
0.2771923,0.9504616,0.5496839,0.8345728,0.3664712,0.33969948,0.009531122,0.03687501
0.4622433,0.87548316,0.5653996,0.8222033,0.36800727,0.33841875,0.009730633,0.03686112
0.922556,0.3671194,0.61839134,0.7764879,0.37336347,0.33391193,0.010428924,0.036812186
0.24989358,-0.976461,0.7327543,0.6509831,0.38623884,0.3228115,0.012124617,0.036691308
0.24989358,-0.976461,0.7327543,0.6509831,0.38623884,0.3228115,0.012124617,0.036691308
-0.24490348,-0.97974205,0.7621674,0.61055577,0.38998958,0.31950518,0.012623314,0.036655247
-0.8680361,-0.5125198,0.8049206,0.5429628,0.3959563,0.31417623,0.013421189,0.036596954
-0.8680361,-0.5125198,0.8049206,0.5429628,0.3959563,0.31417623,0.013421189,0.036596954
-0.6467902,0.75677294,0.86626685,0.41724697,0.40629473,0.30473635,0.014817353,0.03649348
-0.9818331,-0.21826795,0.9298502,-0.09296796,0.44351318,0.2684295,0.020001825,0.036091924
-0.28163782,0.9514551,0.8984612,-0.23950328,0.4538935,0.2576016,0.021496948,0.035971045
0.6543961,0.74352264,0.8655021,-0.3338709,0.460723,0.25029698,0.022493597,0.035889268
0.21722963,-0.9844481,0.7610089,-0.5269678,0.47548857,0.23398879,0.02468593,0.035705745
0.21722963,-0.9844481,0.7610089,-0.5269678,0.47548857,0.23398879,0.02468593,0.035705745
-0.080853604,-1.0062474,0.7435538,-0.55136526,0.47747424,0.23173985,0.024984855,0.035680354
-0.080853604,-1.0062474,0.7435538,-0.55136526,0.47747424,0.23173985,0.024984855,0.035680354
-0.080853604,-1.0062474,0.7435538,-0.55136526,0.47747424,0.23173985,0.024984855,0.035680354
-0.9827457,0.195532,0.63146347,-0.67890435,0.48859766,0.2188845,0.026678603,0.03553474
