"pop","individual","indi_count_per_pop_trait","val_mean","val_sd"
1,1,7,75.4285714285714,8.28366148626606
1,2,6,78.1666666666667,8.01040989379861
1,3,6,75.3333333333333,7.73735527597555
1,4,7,73.2857142857143,6.9931939701943
1,5,7,81.8571428571429,9.35287070776617
1,6,6,74,8.39047078536121
1,7,6,73.8333333333333,8.54205283679905
1,8,6,76.6666666666667,11.9443152447793
1,9,6,76.6666666666667,7.6594168620507
1,10,6,73.8333333333333,9.53764471275098
1,11,7,75,8.06225774829855
1,12,6,76,10.6583300755794
1,13,6,76.6666666666667,9.43751379689941
1,14,6,74.6666666666667,9.33095207718198
1,15,6,75.8333333333333,9.98832651982637
1,16,6,77.8333333333333,9.76558583325479
1,17,6,77.5,9.69020123630051
1,18,6,74.1666666666667,7.67897562612792
1,19,6,79.3333333333333,13.0486270031244
1,20,6,75.6666666666667,9.58471004604034
1,21,6,76.3333333333333,12.5804080484961
1,22,6,75.8333333333333,7.80811543630514
1,23,6,73.5,9.24662100445346
1,24,6,73.6666666666667,8.50098033562404
1,25,5,79.2,11.2561094522042
1,27,5,80.8,10.2567051239665
1,28,5,73.4,6.8044103344816
1,29,6,74.1666666666667,6.40052081214229
1,30,6,74.5,10.0548495761995
1,31,7,77.5714285714286,12.4613688768816
1,32,7,73.2857142857143,7.95223837910404
1,33,6,74.6666666666667,13.0025638497439
1,34,6,77,13.4610549363711
1,36,7,76,10.4083299973307
1,37,6,74,7.84856674813943
1,38,6,74.8333333333333,10.4195329389885
1,39,6,75.3333333333333,13.3666251038423
1,40,6,73,9.77752524926425
1,41,7,74.4285714285714,8.28366148626606
1,42,5,75.8,6.64830805543787
1,43,7,74.1428571428571,8.51329492477445
1,44,6,76,8
1,45,6,74.8333333333333,6.8239773348588
1,46,6,78.5,5.92452529743945
1,47,6,74.1666666666667,6.6156380392723
1,48,6,76.5,9.22496612459905
1,49,6,77.8333333333333,13.0754222366494
1,50,5,70.6,7.23187389270582
1,51,7,76,11.1055541659718
1,52,6,76.3333333333333,7.78888096369861
1,53,6,75.8333333333333,13.2274966137462
1,54,7,75.1428571428571,11.1269728052837
1,55,7,74.4285714285714,11.0883894661209
1,56,6,72.1666666666667,5.98052394583172
1,57,7,72.5714285714286,8.05930399925334
1,58,5,78,12.2065556157337
1,59,7,76.7142857142857,6.10230245383619
1,60,7,72.5714285714286,7.97615493950861
1,61,6,73.1666666666667,11.4440668761881
1,62,7,75,8.90692614392492
1,63,7,77,8.83176086632785
1,64,6,78.8333333333333,6.7946057035465
1,65,6,72.3333333333333,9.3523615556001
1,66,5,77.8,6.83373982530795
1,67,7,74.5714285714286,12.1498579258791
1,68,7,74,9.18331820930394
1,69,6,72.1666666666667,8.81854107359413
1,70,7,72.5714285714286,9.03432607442567
1,71,6,74.6666666666667,7.99166232186187
1,72,5,69.8,6.09918027279076
1,73,6,74,7.15541752799933
1,74,6,75.5,8.89381807774366
1,75,7,73.4285714285714,9.60654538768824
1,76,7,74.5714285714286,8.24332341670403
1,77,6,72.6666666666667,10.9848380355227
1,78,7,70.4285714285714,8.44308677473555
1,79,5,72.6,4.27784992724149
1,80,7,74,7.81024967590665
1,81,6,76,12.0166551086398
1,82,6,74.1666666666667,9.88770280028009
1,83,6,79.5,9.79285453787607
1,84,6,80.1666666666667,7.70497674666619
1,85,6,78.8333333333333,13.7027977678526
1,86,6,74.5,11.4498908291739
1,87,6,75.3333333333333,9.58471004604034
1,88,7,76,10.6614570611463
1,89,6,73.8333333333333,7.57407860182786
1,90,6,77.3333333333333,7.58067719050658
1,91,5,79.6,11.3929802949009
1,92,5,77.4,14.909728367747
1,93,6,73,8.12403840463596
1,94,6,75.1666666666667,8.90879715038269
1,95,6,78.1666666666667,8.54205283679905
1,96,6,75.5,7.06399320497974
1,97,6,77,7.21110255092798
1,98,6,72,8.34266144584568
1,99,6,75.5,12.3895116933639
1,100,6,73.6666666666667,8.80151502110101
1,101,5,74.6,6.87749954561976
1,102,5,79,12.5499003980111
1,103,7,72.2857142857143,9.35796070580704
1,104,6,71.5,8.26438140455775
1,105,6,79.1666666666667,10.4387100097027
1,106,6,75.1666666666667,11.6002873527627
1,107,6,74.1666666666667,11.7203526681865
1,108,6,73.3333333333333,7.78888096369861
1,109,6,75,8.67179335547152
1,110,6,77,9.1214034007931
1,111,6,76.5,6.22093240599832
1,112,5,69.6,6.98569967862919
1,113,6,75,10.4115320678563
1,114,6,77.8333333333333,11.5830335692627
1,115,6,74.5,8.68907359849138
